2;1;1640167550;дулаан;туршилт;6DFB4A0F;60;t
3;1;1640329327;Enkhamgalan;temperature;B4E6D408;60;t
4;1;1640618272;Зүрхний цохилт;туршилт;72CA14ED;60;t
